,Unnamed: 0,name,company,year,Price,kms_driven,fuel_type
401,421,Hyundai Grand i10,Hyundai,2014,340000,35000,Petrol
402,422,Honda Brio V,Honda,2012,235000,33000,Petrol
403,423,Mahindra TUV300 T4,Mahindra,2017,610000,68000,Diesel
404,424,Chevrolet Spark LS,Chevrolet,2010,95000,23000,Petrol
405,425,Mahindra TUV300 T8,Mahindra,2018,1000000,4500,Diesel
406,426,Maruti Suzuki Swift,Maruti,2015,220000,129000,Diesel
407,427,Nissan X Trail,Nissan,2019,1200000,300,Diesel
408,428,Maruti Suzuki Alto,Maruti,2015,230000,5000,Petrol
409,429,Ford Ikon 1.3,Ford,2001,45000,65000,Petrol
410,430,Toyota Fortuner 3.0,Toyota,2010,940000,131000,Diesel
411,431,Tata Manza ELAN,Tata,2010,155555,111111,Petrol
412,434,Mercedes Benz A,Mercedes,2013,1500000,14000,Petrol
413,435,Chevrolet Beat LS,Chevrolet,2016,210000,22000,Diesel
414,436,Ford EcoSport Trend,Ford,2013,495000,38000,Diesel
415,437,Tata Indigo LS,Tata,2016,125000,70000,Diesel
416,438,Hyundai i20 Magna,Hyundai,2010,195000,36000,Petrol
417,439,Volkswagen Vento Highline,Volkswagen,2015,550000,34000,Diesel
418,440,Renault Kwid RXT,Renault,2015,270000,43000,Petrol
419,442,Ford EcoSport Titanium,Ford,2014,500000,40000,Diesel
420,443,Honda Amaze 1.5,Honda,2016,240000,160000,Diesel
421,444,Hyundai Verna 1.6,Hyundai,2017,800000,12000,Petrol
422,445,BMW 5 Series,BMW,2011,1299000,49000,Diesel
423,446,Skoda Superb 1.8,Skoda,2011,530000,68000,Petrol
424,447,Audi Q3 2.0,Audi,2013,1499000,37000,Diesel
425,448,Mahindra Bolero DI,Mahindra,2012,220000,59466,Diesel
426,450,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
427,451,Ford Figo Duratorq,Ford,2012,250000,99000,Diesel
428,452,Maruti Suzuki Wagon,Maruti,2018,395000,25500,Petrol
429,453,Mahindra Logan Diesel,Mahindra,2009,130000,66000,Petrol
430,454,Tata Nano GenX,Tata,2010,32000,44005,Petrol
431,455,Mahindra TUV300 T4,Mahindra,2016,540000,35000,Diesel
432,456,Mahindra TUV300 T4,Mahindra,2016,540000,35000,Diesel
433,457,Hyundai Elite i20,Hyundai,2015,405000,28000,Petrol
434,458,Hyundai Elite i20,Hyundai,2015,400000,30000,Petrol
435,459,Honda City SV,Honda,2017,760000,4000,Petrol
436,460,Maruti Suzuki Baleno,Maruti,2016,500000,28000,Petrol
437,461,Ford Figo Petrol,Ford,2011,175000,75000,Petrol
438,462,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
439,463,Honda City,Honda,2017,750000,3000,Petrol
440,464,Hyundai Elite i20,Hyundai,2015,419000,20000,Petrol
441,465,Maruti Suzuki Versa,Maruti,2004,90000,50000,Petrol
442,466,Hyundai Eon Era,Hyundai,2018,140000,2110,Petrol
443,467,Mitsubishi Pajero Sport,Mitsubishi,2015,1540000,43222,Petrol
444,468,Hyundai i10 Magna,Hyundai,2008,275000,100200,Petrol
445,469,Toyota Corolla H2,Toyota,2003,150000,100000,Petrol
446,470,Maruti Suzuki Swift,Maruti,2011,230000,65,Petrol
447,471,Tata Indigo CS,Tata,2015,123000,100000,Diesel
448,472,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
449,473,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
450,474,Hyundai Xcent Base,Hyundai,2016,300000,140000,Diesel
451,475,Honda City,Honda,2015,499999,55000,Petrol
452,476,Hyundai Accent Executive,Hyundai,2009,165000,48000,Petrol
453,477,Maruti Suzuki Baleno,Maruti,2016,498000,22000,Petrol
454,478,Tata Zest XE,Tata,2018,480000,103553,Diesel
455,479,Maruti Suzuki Dzire,Maruti,2017,488000,80000,Diesel
456,480,Tata Sumo Gold,Tata,2014,250000,99000,Diesel
457,481,Toyota Corolla Altis,Toyota,2010,220000,58000,Petrol
458,482,Maruti Suzuki Eeco,Maruti,2013,290000,70000,LPG
459,483,Toyota Fortuner 3.0,Toyota,2015,1525000,120000,Diesel
460,484,Mahindra XUV500 W6,Mahindra,2013,548900,49800,Diesel
461,485,Tata Tigor Revotron,Tata,2019,650000,100,Diesel
462,486,Maruti Suzuki 800,Maruti,2001,55000,81876,Petrol
463,487,Maruti Suzuki Ertiga,Maruti,2015,550000,75000,Petrol
464,488,Maruti Suzuki Versa,Maruti,2004,90000,50000,Petrol
465,489,Honda Mobilio S,Honda,2014,399000,44000,Diesel
466,490,Maruti Suzuki Ertiga,Maruti,2016,730000,55000,Diesel
467,491,Maruti Suzuki Vitara,Maruti,2017,725000,36000,Diesel
468,492,Hyundai Verna 1.6,Hyundai,2016,195000,56000,Diesel
469,493,Maruti Suzuki Swift,Maruti,2007,130000,62000,Petrol
470,494,Toyota Fortuner 3.0,Toyota,2015,1525000,120000,Diesel
471,495,Maruti Suzuki Omni,Maruti,2014,190000,6020,Petrol
472,496,Honda Amaze,Honda,2013,250000,55700,Diesel
473,497,Tata Indica,Tata,2005,80000,42000,Petrol
474,498,Hyundai Santro Xing,Hyundai,2003,120000,50000,Petrol
475,499,Maruti Suzuki Zen,Maruti,2010,149000,35000,Petrol
476,500,Maruti Suzuki Wagon,Maruti,2014,250000,18500,Petrol
477,501,Maruti Suzuki Wagon,Maruti,2007,120000,7000,Petrol
478,502,Honda Brio VX,Honda,2017,450000,11000,Petrol
479,504,Maruti Suzuki Zen,Maruti,2003,99999,53000,Petrol
480,505,Maruti Suzuki Zen,Maruti,2008,135000,23000,Petrol
481,506,Maruti Suzuki Wagon,Maruti,2016,225000,35500,Diesel
482,507,Maruti Suzuki Alto,Maruti,2010,99000,22134,Petrol
483,508,Renault Kwid RXT,Renault,2019,370000,1000,Petrol
484,509,Tata Nano Lx,Tata,2010,52000,9000,Petrol
485,510,Jaguar XE XE,Jaguar,2016,2800000,8500,Petrol
486,512,Hyundai Eon Magna,Hyundai,2014,190000,35000,Petrol
487,513,Honda City 1.5,Honda,2014,499000,22000,Petrol
488,514,Hindustan Motors Ambassador,Hindustan,2002,90000,25000,Diesel
489,515,Maruti Suzuki Ritz,Maruti,2010,149000,40000,Petrol
490,516,Hyundai Grand i10,Hyundai,2017,400000,20000,Petrol
491,517,Hyundai Eon D,Hyundai,2016,120000,87000,Petrol
492,518,Maruti Suzuki Swift,Maruti,2015,250000,55000,Petrol
493,519,Maruti Suzuki Wagon,Maruti,2017,375000,23000,Petrol
494,520,Honda Amaze 1.2,Honda,2014,381000,6000,Petrol
495,521,Maruti Suzuki Estilo,Maruti,2013,180000,65000,Petrol
496,522,Maruti Suzuki Vitara,Maruti,2016,580000,25000,Diesel
497,523,Maruti Suzuki Eeco,Maruti,2015,278000,39000,Petrol
498,525,Hyundai Creta 1.6,Hyundai,2016,1000000,8000,Petrol
499,526,Mahindra Scorpio Vlx,Mahindra,2013,690000,75000,Diesel
500,527,Maruti Suzuki Ertiga,Maruti,2012,480000,51000,Diesel
501,528,Mitsubishi Lancer 1.8,Mitsubishi,2006,85000,50000,Petrol
502,529,Maruti Suzuki Maruti,Maruti,2001,40000,75000,Petrol
503,530,Maruti Suzuki Alto,Maruti,2015,90000,55800,Petrol
504,531,Hyundai Grand i10,Hyundai,2015,340000,53000,Petrol
505,532,Hyundai Eon D,Hyundai,2018,260000,25000,Petrol
506,533,Ford Fiesta SXi,Ford,2009,250000,56400,Petrol
507,534,Maruti Suzuki Ritz,Maruti,2010,180000,72160,Diesel
508,535,Hyundai Verna Fluidic,Hyundai,2012,350000,10000,Diesel
509,536,Maruti Suzuki Wagon,Maruti,2006,90001,48000,Petrol
510,537,Maruti Suzuki Estilo,Maruti,2007,115000,36000,Petrol
511,538,Audi A6 2.0,Audi,2012,1599000,11500,Diesel
512,539,Maruti Suzuki Wagon,Maruti,2003,130000,133000,Petrol
513,540,Maruti Suzuki Wagon,Maruti,2009,159000,27000,Petrol
514,541,Maruti Suzuki Wagon,Maruti,2009,160000,35000,Petrol
515,542,Maruti Suzuki Alto,Maruti,2010,110000,55000,Petrol
516,543,Maruti Suzuki Baleno,Maruti,2016,425000,40000,Petrol
517,544,Hyundai Verna 1.6,Hyundai,2019,900000,2000,Petrol
518,545,Maruti Suzuki Swift,Maruti,2009,150000,45000,Petrol
519,546,Hyundai Getz Prime,Hyundai,2009,110000,20000,Petrol
520,547,Hyundai Santro,Hyundai,2000,51999,88000,Petrol
521,548,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol
522,549,Chevrolet Beat PS,Chevrolet,2012,215000,65422,Diesel
523,550,Ford EcoSport Trend,Ford,2017,580000,10000,Petrol
524,551,Maruti Suzuki Dzire,Maruti,2013,380000,35000,Petrol
525,552,Hyundai Fluidic Verna,Hyundai,2013,350000,117000,Diesel
526,553,Tata Indica V2,Tata,2005,35000,150000,Diesel
527,554,BMW X1 xDrive20d,BMW,2011,1150000,72000,Diesel
528,555,Hyundai i20 Asta,Hyundai,2010,300000,10750,Petrol
529,556,Honda City 1.5,Honda,2009,269000,55000,Petrol
530,557,Tata Nano,Tata,2013,60000,6800,Petrol
531,558,Chevrolet Cruze LTZ,Chevrolet,2014,400000,41000,Diesel
532,559,Hyundai Verna Fluidic,Hyundai,2015,430000,73000,Diesel
533,561,Maruti Suzuki Swift,Maruti,2011,140000,65000,Diesel
534,563,Mahindra XUV500 W10,Mahindra,2018,1299000,40000,Diesel
535,564,Maruti Suzuki Alto,Maruti,2014,199000,37000,Petrol
536,565,Hyundai Accent GLE,Hyundai,2006,90000,55000,Petrol
537,566,Force Motors One,Force,2013,550000,140000,Diesel
538,568,Maruti Suzuki Alto,Maruti,2019,265000,9800,Petrol
539,569,Chevrolet Spark 1.0,Chevrolet,2011,100000,27000,Petrol
540,570,Hyundai i10,Hyundai,2009,215000,27000,Petrol
541,571,Toyota Etios Liva,Toyota,2012,380000,20000,Diesel
542,572,Renault Duster 85PS,Renault,2013,401919,57923,Diesel
543,573,Chevrolet Enjoy,Chevrolet,2014,490000,30201,Diesel
544,574,Maruti Suzuki Alto,Maruti,2017,280000,6200,Petrol
545,575,BMW 5 Series,BMW,2009,650000,37518,Petrol
546,576,Toyota Etios Liva,Toyota,2014,160000,24652,Petrol
547,577,Mahindra Jeep MM,Mahindra,2004,424000,383,Diesel
548,578,Chevrolet Beat LS,Chevrolet,2016,225000,95000,Diesel
549,579,Chevrolet Cruze LTZ,Chevrolet,2011,350000,35000,Diesel
550,580,Jeep Wrangler Unlimited,Jeep,2015,950000,3528,Diesel
551,581,Maruti Suzuki Ertiga,Maruti,2013,485000,52500,Diesel
552,582,Hyundai Verna VGT,Hyundai,2010,205000,47900,Diesel
553,583,Maruti Suzuki Omni,Maruti,2012,160000,14000,Petrol
554,584,Maruti Suzuki Celerio,Maruti,2018,310000,37000,Petrol
555,585,Tata Zest Quadrajet,Tata,2017,180000,90000,Diesel
556,586,Mahindra XUV500 W6,Mahindra,2013,549900,52800,Diesel
557,587,Tata Indigo CS,Tata,2016,150000,104000,Diesel
558,588,Hyundai i10 Era,Hyundai,2011,175000,30000,Petrol
559,589,Tata Indigo eCS,Tata,2014,95000,195000,Diesel
560,590,Tata Indigo LX,Tata,2016,230000,104000,Diesel
561,591,Tata Indigo eCS,Tata,2016,230000,104000,Diesel
562,592,Tata Indigo Marina,Tata,2004,180000,70000,Diesel
563,594,Hyundai Xcent SX,Hyundai,2015,400000,43000,Diesel
564,595,Hyundai Eon Magna,Hyundai,2013,185000,23000,Petrol
565,596,Renault Duster 85,Renault,2015,385000,51000,Diesel
566,597,Maruti Suzuki Alto,Maruti,2009,90000,62000,Petrol
567,598,Tata Nano LX,Tata,2010,32000,48008,Petrol
568,600,Renault Duster 110,Renault,2013,435000,39000,Diesel
569,601,Maruti Suzuki Wagon,Maruti,2010,225000,40000,Petrol
570,602,Maruti Suzuki Swift,Maruti,2006,189700,48247,Petrol
571,603,Maruti Suzuki Ertiga,Maruti,2012,389700,39000,Diesel
572,604,Maruti Suzuki Swift,Maruti,2014,365000,23000,Petrol
573,605,Maruti Suzuki Alto,Maruti,2017,360000,9400,Petrol
574,606,Hyundai i20 Magna,Hyundai,2010,210000,50000,Petrol
575,607,Hyundai i10 Magna,Hyundai,2009,170000,75000,Petrol
576,609,Tata Zest XE,Tata,2017,380000,70000,Diesel
577,610,Mahindra Xylo E8,Mahindra,2009,295000,64000,Diesel
578,611,Toyota Corolla Altis,Toyota,2010,185000,55000,Petrol
579,612,Tata Manza Aqua,Tata,2014,160000,200000,Diesel
580,615,Renault Kwid 1.0,Renault,2018,290000,2137,Petrol
581,617,Tata Venture EX,Tata,2013,100000,30000,Diesel
582,618,Maruti Suzuki Swift,Maruti,2014,315000,44000,Petrol
583,620,Skoda Octavia Classic,Skoda,2006,114990,65000,Diesel
584,621,Maruti Suzuki Omni,Maruti,2012,120000,160000,LPG
585,622,Chevrolet Beat Diesel,Chevrolet,2011,125000,56000,Diesel
586,623,Tata Sumo Gold,Tata,2012,210000,75000,Diesel
587,625,Hyundai Verna 1.6,Hyundai,2018,855000,42000,Diesel
588,626,Tata Sumo Gold,Tata,2012,210000,75000,Diesel
589,627,Mahindra Scorpio 2.6,Mahindra,2007,260000,56000,Diesel
590,628,Maruti Suzuki Zen,Maruti,2002,95000,10544,Petrol
591,629,Maruti Suzuki Swift,Maruti,2011,255000,64000,Petrol
592,630,Mahindra Scorpio SLX,Mahindra,2008,300000,70000,Diesel
593,631,Hyundai Grand i10,Hyundai,2014,340000,25000,Petrol
594,632,Hyundai Elite i20,Hyundai,2017,550000,15000,Petrol
595,633,Ford Ikon 1.6,Ford,2003,60000,50000,Petrol
596,636,Toyota Innova 2.5,Toyota,2011,750000,147000,Diesel
597,637,Nissan Sunny XL,Nissan,2011,230000,52000,Petrol
598,638,Chevrolet Beat LT,Chevrolet,2012,130000,90001,Diesel
599,639,Maruti Suzuki Alto,Maruti,2017,270000,21000,Petrol
600,640,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
601,641,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
602,642,Maruti Suzuki Swift,Maruti,2012,280000,48006,Diesel
603,644,Toyota Innova 2.0,Toyota,2012,600000,80000,Diesel
604,646,Maruti Suzuki Swift,Maruti,2010,190000,74000,Diesel
605,647,Hyundai Elite i20,Hyundai,2015,500000,22000,Petrol
606,648,Mahindra XUV500 W10,Mahindra,2016,1065000,41000,Diesel
607,649,Volkswagen Polo Trendline,Volkswagen,2015,350000,25000,Diesel
608,650,Toyota Etios Liva,Toyota,2012,350000,85000,Diesel
609,651,Mahindra TUV300 T4,Mahindra,2016,540000,29500,Diesel
610,652,Hyundai Elite i20,Hyundai,2015,470000,30000,Petrol
611,653,Hyundai Santro Xing,Hyundai,2014,179000,57000,Petrol
612,654,Maruti Suzuki Zen,Maruti,2003,48000,60000,Petrol
613,655,Maruti Suzuki Ciaz,Maruti,2016,650000,50000,Petrol
614,656,Hyundai Eon Era,Hyundai,2013,190000,39700,Petrol
615,657,Hyundai Elantra 1.8,Hyundai,2012,500000,65000,Petrol
616,658,Maruti Suzuki Swift,Maruti,2010,270000,67000,Diesel
617,659,Maruti Suzuki Zen,Maruti,2008,125000,46000,Petrol
618,660,Hyundai Eon Era,Hyundai,2012,188000,38000,Petrol
619,661,Hyundai Grand i10,Hyundai,2016,380000,27000,Petrol
620,662,Hyundai Verna Fluidic,Hyundai,2011,365000,43000,Diesel
621,663,Ford EcoSport Trend,Ford,2014,465000,47000,Petrol
622,664,Hyundai i20 Magna,Hyundai,2011,240000,42000,Petrol
623,665,Chevrolet Beat Diesel,Chevrolet,2016,179999,19336,Diesel
624,666,Tata Indica eV2,Tata,2015,140000,60105,Diesel
625,667,Jaguar XF 2.2,Jaguar,2013,2190000,29000,Diesel
626,668,Audi Q5 2.0,Audi,2014,2390000,34000,Diesel
627,669,BMW 3 Series,BMW,2011,1075000,35000,Diesel
628,670,Maruti Suzuki Swift,Maruti,2015,475000,22000,Petrol
629,671,BMW X1 sDrive20d,BMW,2012,1025000,41000,Diesel
630,672,Maruti Suzuki S,Maruti,2016,615000,21000,Diesel
631,673,Maruti Suzuki Ertiga,Maruti,2013,475000,48000,Diesel
632,674,Maruti Suzuki Alto,Maruti,2016,270000,38000,Petrol
633,675,Honda City SV,Honda,2014,475000,34000,Diesel
634,676,Volkswagen Vento Comfortline,Volkswagen,2011,240000,45933,Petrol
635,677,Honda City 1.5,Honda,2005,120000,68000,Petrol
636,678,Audi A4 2.0,Audi,2016,1900000,44000,Diesel
637,679,Mahindra KUV100,Mahindra,2017,360000,35000,Diesel
638,680,Tata Zest XE,Tata,2018,450000,102563,Diesel
639,681,Mahindra XUV500 W8,Mahindra,2015,900000,28600,Diesel
640,682,Maruti Suzuki Swift,Maruti,2017,650000,41800,Diesel
641,683,Tata Sumo Gold,Tata,2014,275000,116000,Diesel
642,684,Maruti Suzuki Swift,Maruti,2009,210000,59000,Petrol
643,685,Mahindra Scorpio 2.6,Mahindra,2004,175000,58000,Diesel
644,686,Maruti Suzuki Omni,Maruti,2009,85000,45000,Petrol
645,687,Mitsubishi Pajero Sport,Mitsubishi,2015,1490000,42590,Diesel
646,688,Renault Duster,Renault,2014,800000,7400,Diesel
647,689,Volkswagen Jetta Comfortline,Volkswagen,2009,450000,54500,Diesel
648,690,Maruti Suzuki Ertiga,Maruti,2012,1000000,200000,Diesel
649,691,Audi A4 2.0,Audi,2013,1510000,27000,Diesel
650,692,Volvo S80 Summum,Volvo,2015,1850000,42000,Diesel
651,693,Toyota Corolla Altis,Toyota,2014,790000,29000,Petrol
652,694,Mitsubishi Pajero Sport,Mitsubishi,2015,1725000,37000,Diesel
653,695,Chevrolet Beat LT,Chevrolet,2012,135000,36000,Petrol
654,696,BMW X1,BMW,2011,1000000,34000,Diesel
655,697,Datsun Redi GO,Datsun,2018,299999,7000,Petrol
656,698,Mercedes Benz C,Mercedes,2009,1225000,76000,Diesel
657,699,Mahindra Scorpio SLX,Mahindra,2004,175000,60000,Diesel
658,700,Volkswagen Vento Comfortline,Volkswagen,2011,200000,95000,Diesel
659,701,Tata Indigo CS,Tata,2017,270000,50000,Diesel
660,702,Ford Figo Petrol,Ford,2019,525000,0,Petrol
661,703,Honda City ZX,Honda,2006,180000,50000,Petrol
662,704,Maruti Suzuki Wagon,Maruti,2008,140000,68000,Petrol
663,705,Ford EcoSport Trend,Ford,2014,400000,16000,Petrol
664,706,Maruti Suzuki Swift,Maruti,2016,499000,51000,Diesel
665,707,Maruti Suzuki Omni,Maruti,2009,85000,56000,Petrol
666,708,Maruti Suzuki Zen,Maruti,2004,70000,100000,Petrol
667,709,Renault Duster RxL,Renault,2015,550000,36000,Petrol
668,710,Maruti Suzuki Swift,Maruti,2014,370000,11523,Petrol
669,711,Maruti Suzuki Baleno,Maruti,2018,690000,1000,Petrol
670,712,Honda WR V,Honda,2009,250000,60000,Petrol
671,713,Tata Indigo CS,Tata,2016,110000,85000,Diesel
672,714,Renault Duster 110,Renault,2013,490000,38600,Diesel
673,715,Mahindra Scorpio LX,Mahindra,2009,320000,95500,Diesel
674,716,Maruti Suzuki Zen,Maruti,2004,68000,56000,Petrol
675,717,Maruti Suzuki Wagon,Maruti,2014,130000,37458,Petrol
676,718,Maruti Suzuki SX4,Maruti,2016,970000,85960,Diesel
677,719,Audi A3 Cabriolet,Audi,2015,3100000,12516,Petrol
678,720,Hyundai Eon D,Hyundai,2018,280000,35000,Petrol
679,721,Maruti Suzuki Zen,Maruti,2009,125000,0,Petrol
680,722,Mahindra Scorpio SLX,Mahindra,2008,285000,80000,Diesel
681,724,Hyundai Santro AE,Hyundai,2011,165000,45000,Petrol
682,726,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel
683,727,Mahindra Scorpio S4,Mahindra,2015,865000,30000,Diesel
684,729,Mahindra Xylo D2,Mahindra,2011,390000,48000,Diesel
685,730,Hyundai Santro,Hyundai,2003,60000,51000,Petrol
686,731,Chevrolet Beat LT,Chevrolet,2015,215000,90000,Diesel
687,732,Maruti Suzuki Swift,Maruti,2015,475000,43000,Diesel
688,733,Mahindra XUV500 W8,Mahindra,2015,899000,53000,Diesel
689,734,Toyota Fortuner 3.0,Toyota,2013,1499000,97000,Diesel
690,735,Maruti Suzuki Alto,Maruti,2013,240000,20000,Petrol
691,736,Hyundai Getz GLE,Hyundai,2007,99000,55000,Petrol
692,737,Maruti Suzuki Swift,Maruti,2014,260000,120000,Diesel
693,738,Hyundai Creta 1.6,Hyundai,2019,1200000,0,Petrol
694,739,Hyundai Santro Xing,Hyundai,2007,115000,46000,Petrol
695,740,Hyundai Santro Xing,Hyundai,2009,88000,43200,Petrol
696,741,Mahindra Xylo D2,Mahindra,2011,390000,56000,Diesel
697,742,Hyundai Santro Xing,Hyundai,2007,135000,42000,Petrol
698,743,Tata Indica V2,Tata,2009,90000,30600,Diesel
699,744,Hyundai i10 Sportz,Hyundai,2011,220000,38000,Petrol
700,745,Hyundai Grand i10,Hyundai,2017,424999,2550,Petrol
701,746,Hyundai Santro Xing,Hyundai,2007,135000,47000,Petrol
702,747,Honda City 1.5,Honda,2005,95000,41000,Petrol
703,748,Nissan Micra XL,Nissan,2017,430000,62500,Diesel
704,749,Honda City 1.5,Honda,2005,115000,68000,Petrol
705,750,Maruti Suzuki Alto,Maruti,2015,215000,50000,Petrol
706,751,Maruti Suzuki Wagon,Maruti,2004,53000,69000,Petrol
707,752,Maruti Suzuki Ertiga,Maruti,2012,500000,48000,Diesel
708,753,Tata Indica eV2,Tata,2012,85000,55000,Diesel
709,754,Maruti Suzuki Omni,Maruti,2013,165000,25000,Petrol
710,755,Hyundai Eon Era,Hyundai,2014,200000,28400,Petrol
711,756,Hyundai Eon,Hyundai,2014,200000,28000,Petrol
712,757,Maruti Suzuki Swift,Maruti,2015,425000,42000,Diesel
713,759,Hyundai Verna 1.6,Hyundai,2012,600000,29000,Diesel
714,760,Chevrolet Tavera LS,Chevrolet,2005,130000,68485,Diesel
715,761,Tata Tiago Revotron,Tata,2018,430000,3500,Petrol
716,762,Tata Tiago Revotorq,Tata,2019,568500,0,Petrol
717,765,Maruti Suzuki Zen,Maruti,2006,71000,32000,Petrol
718,766,Mahindra KUV100 K8,Mahindra,2018,560000,8000,Diesel
719,767,Ford EcoSport Titanium,Ford,2014,590000,34000,Diesel
720,768,Hindustan Motors Ambassador,Hindustan,1995,750000,37000,Petrol
721,769,Ford Fusion 1.4,Ford,2007,125000,85455,Diesel
722,770,Hyundai Santro Xing,Hyundai,2007,135000,46000,Petrol
723,771,Hyundai Santro,Hyundai,2002,60000,47000,Petrol
724,772,Fiat Linea Emotion,Fiat,2009,120000,64000,Petrol
725,773,Ford Ikon 1.3,Ford,2008,95000,46000,Petrol
726,774,Maruti Suzuki Omni,Maruti,2017,240000,8000,Petrol
727,775,Tata Indica V2,Tata,2012,115000,64000,Diesel
728,776,Mahindra Scorpio S4,Mahindra,2015,795000,63000,Diesel
729,777,Hyundai Santro Xing,Hyundai,2007,55000,65000,Petrol
730,778,Mahindra Xylo D2,Mahindra,2009,300000,62000,Diesel
731,779,Hyundai Grand i10,Hyundai,2014,320000,41000,Petrol
732,780,Maruti Suzuki Alto,Maruti,2015,265000,14000,Petrol
733,781,Toyota Corolla,Toyota,2006,160000,40000,Petrol
734,782,Hyundai Eon Magna,Hyundai,2017,300000,1600,Petrol
735,783,Tata Sumo Grande,Tata,2010,130000,90000,Diesel
736,784,Maruti Suzuki Swift,Maruti,2011,250000,58000,Diesel
737,785,Volkswagen Polo Highline1.2L,Volkswagen,2013,380000,27000,Petrol
738,786,Maruti Suzuki Alto,Maruti,2003,42000,60000,Petrol
739,787,Tata Tiago Revotron,Tata,2017,400000,31000,Petrol
740,788,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
741,789,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
742,790,Tata Indigo eCS,Tata,2016,130000,150000,Diesel
743,791,Chevrolet Beat LS,Chevrolet,2014,189000,31000,Diesel
744,793,Mahindra Xylo E8,Mahindra,2011,365000,43000,Diesel
745,794,Hyundai Eon D,Hyundai,2013,170000,20000,Petrol
746,804,Tata Sumo Gold,Tata,2013,215000,100000,Petrol
747,813,Tata Nano,Tata,2013,60000,7000,Petrol
748,814,Hyundai Elite i20,Hyundai,2017,599999,31000,Petrol
749,815,Hyundai i10 Magna,Hyundai,2009,400000,33000,Petrol
750,816,Hyundai Creta,Hyundai,2016,900000,60000,Diesel
751,817,Volkswagen Polo,Volkswagen,2013,299999,48000,Diesel
752,818,Maruti Suzuki Dzire,Maruti,2014,374999,33000,Petrol
753,819,Tata Bolt XM,Tata,2015,600000,15000,Petrol
754,820,Maruti Suzuki Alto,Maruti,2005,70000,47000,Petrol
755,821,Maruti Suzuki Alto,Maruti,2005,100000,40000,Petrol
756,823,Maruti Suzuki Ritz,Maruti,2010,150000,38000,Diesel
757,824,Maruti Suzuki Alto,Maruti,2017,225000,12500,Petrol
758,825,Maruti Suzuki Dzire,Maruti,2009,210000,42000,Petrol
759,827,Hyundai i20 Asta,Hyundai,2014,425000,31000,Petrol
760,828,Maruti Suzuki Swift,Maruti,2008,162000,60000,Diesel
761,829,Tata Indica V2,Tata,2005,60000,80000,Diesel
762,830,Mahindra Scorpio VLX,Mahindra,2014,650000,77000,Diesel
763,831,Toyota Innova 2.5,Toyota,2012,750000,75000,Diesel
764,832,Mahindra Xylo E8,Mahindra,2010,375000,40000,Diesel
765,833,Hyundai i20 Magna,Hyundai,2011,230000,47000,Petrol
766,834,Maruti Suzuki Omni,Maruti,2000,35999,60000,Petrol
767,835,Mahindra KUV100,Mahindra,2016,380000,26500,Petrol
768,836,Mahindra KUV100 K8,Mahindra,2019,560000,2875,Petrol
769,837,Datsun Go Plus,Datsun,2016,285000,13900,Petrol
770,838,Ford Endeavor 4x4,Ford,2019,2900000,9000,Diesel
771,839,Tata Indica V2,Tata,2005,39999,80000,Diesel
772,840,Hyundai Santro Xing,Hyundai,2006,85000,60000,Petrol
773,841,Maruti Suzuki Wagon,Maruti,2016,395000,20000,Petrol
774,842,Maruti Suzuki Swift,Maruti,2008,175000,58000,Diesel
775,843,Maruti Suzuki Alto,Maruti,2019,400000,1500,Petrol
776,844,Toyota Innova 2.5,Toyota,2011,750000,75000,Diesel
777,846,Maruti Suzuki Alto,Maruti,2016,250000,2450,Petrol
778,847,Maruti Suzuki Alto,Maruti,2019,425000,1625,Petrol
779,849,Volkswagen Polo Highline1.2L,Volkswagen,2017,525000,45000,Petrol
780,850,Mahindra Logan,Mahindra,2009,130000,65000,Diesel
781,851,Maruti Suzuki 800,Maruti,2000,30000,33400,Petrol
782,852,Mahindra Scorpio,Mahindra,2011,475000,60123,Diesel
783,853,Chevrolet Sail 1.2,Chevrolet,2013,300000,28000,Petrol
784,855,Hyundai Santro AE,Hyundai,2003,60000,70000,Petrol
785,856,Maruti Suzuki Wagon,Maruti,2006,100000,7000,Petrol
786,857,Hyundai Eon,Hyundai,2018,260000,25000,Petrol
787,858,Tata Manza,Tata,2015,100000,100000,Diesel
788,860,Toyota Etios G,Toyota,2013,265000,42000,Petrol
789,861,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol
790,862,Toyota Qualis,Toyota,2003,180000,100000,Diesel
791,863,Hyundai Santro Xing,Hyundai,2004,45000,137495,Petrol
792,864,Tata Indica eV2,Tata,2016,50500,91200,Diesel
793,865,Honda City 1.5,Honda,2009,270000,55000,Petrol
794,866,Tata Zest XE,Tata,2017,290000,120000,Diesel
795,867,Mahindra Quanto C4,Mahindra,2013,325000,63000,Diesel
796,868,Tata Indigo eCS,Tata,2016,160000,104000,Diesel
